"","V1","Mean1","Mean2","Mean3","Mean4","Mean5","Mean6","Mean7","Mean8","Mean9","Mean10","Mean11","Mean12","Mean13","Mean14","Mean15","Mean16","Mean17","Mean18","Mean19","Mean20","Mean21","Mean22","Mean23","Mean24","Mean25","Mean26","Mean27","Mean28","Mean29","Mean30","Mean31","Mean32","Mean33","Mean34","Mean35","Mean36","Mean37","Mean38","Mean39","Mean40","Mean41","Mean42","Mean43","Mean44","Mean45","Mean46","Mean47","Mean48","Mean49","Mean50","Mean51","Mean52","Mean53","Mean54"
"3944",3944,452.821,419.193,382.543,407.308,380.769,386.539,351.889,314.748,375.017,425.533,421.697,436.322,410.511,476.611,430.889,403.741,380.476,357.018,374.536,425.52,367.987,411.994,464.848,394.616,352.13,347.944,312.106,537.253,457.702,517.517,415.659,414.145,420.139,419.062,389.318,443.427,440.101,460.487,440.547,355.669,375.88,363.071,384.538,322.486,367.534,390.398,341.539,354.053,384.967,288.052,268.775,393.138,424.234,415.109
"3945",3945,448.921,421.261,380.801,411.403,386.267,377.203,347.7,320.5,378.882,426.608,421.866,433.394,412.463,467.884,436.764,404.843,380.982,365.476,370.29,429.216,364.311,416.731,467.009,399.336,352.22,348.62,317.663,535.769,454.901,520.161,421.415,412.981,414.269,415.297,393.055,446.373,444.797,460.614,433.387,353.635,376.554,361.276,389.148,312.808,365.693,384.542,346.807,361.672,382.85,289.214,271.654,395.942,424.867,417.458
"3946",3946,451.554,423.391,373.371,404.714,379.422,379.246,342.084,317.098,381.706,422.035,426.95,429.183,404.935,461.379,429.824,397.353,370.915,356.53,373.715,428.623,361.645,411.347,461.176,396.562,345.842,341.977,314.352,545.516,447.454,513.466,416.518,413.981,416.878,419.427,392.754,445.694,441.841,460.768,432.766,345.527,370.747,358.462,381.377,320.475,371.994,385.301,346.807,355.802,376.758,290.414,266.962,392.093,424.639,411.786
"3947",3947,450.192,419.952,389.379,403.473,385.222,379.824,342.758,315.322,378.168,420.859,417.181,433.577,416.983,462.3,431.241,403.333,378.384,356.578,379.628,424.044,357.768,415.622,451.903,395.959,349.379,352.083,319.909,539.667,444.166,506.788,420.774,414.932,420.218,412.802,386.089,440.953,447.589,463.092,437.796,360.601,370.084,359.673,380.979,320.802,360.96,384.675,338.114,356.792,375.846,287.243,268.567,391.333,423.864,415.359
"3948",3948,457.95,409.382,380.699,401.324,384.071,379.84,350.9,318.43,382.454,427.345,420.277,432.846,399.747,465.721,427.87,407.839,383.537,354.47,375.454,419.597,361.68,413.978,458.287,387.021,347.684,346.519,316.178,542.866,443.546,513.165,415.677,416.357,419.307,410.99,391.021,449.082,434.696,461.004,442,351.527,373.94,360.115,377.432,321.537,355.756,390.066,340.649,356.454,374.492,287.519,258.392,395.938,423.829,405.958
"3949",3949,453.283,412.169,381.945,407.384,383.098,375.285,343.442,318.341,385.987,422.663,416.941,430.87,407.341,459.142,430.75,395.243,372.945,350.548,368.792,422.103,359.281,415.744,461.375,393.24,339.977,346.569,313.413,532.489,452.189,509.403,415.811,416.188,409.576,408.542,395.216,440.455,440.411,457.535,423.547,343.155,381.289,367.788,382.318,313.661,366.369,375.572,341.794,356.174,376.704,288.124,266.546,395.64,425.383,407.698
"3950",3950,452.833,411.899,382.348,403.632,378.693,379.371,342.942,311.196,378.908,420.251,415.647,432.452,407.157,461.268,432.454,399.592,380.518,361.313,375.623,420.853,362.14,409.778,461.352,402.37,342.559,347.139,309.455,533.581,446.172,506.487,415.591,408.841,417.613,408.198,387.267,438,435.14,456.746,438.474,349.514,373.096,364.378,379.483,315.932,364.352,383.289,342.934,350.72,370.083,286.176,269.275,389.582,428.345,405.172
"3951",3951,445.404,413.522,381.68,407.657,383.707,377.387,343.421,317.056,373.101,416.2,412.155,435.731,405.096,460.142,433.347,398.063,374.506,353.994,368.614,424.037,365.101,410.697,455.563,399.568,339.763,346.657,312.902,534.935,451.798,510.712,423.232,412.15,413.492,403.141,389.809,434.886,433.353,452.811,429.591,353.405,369.404,356.596,377.25,310.215,362.165,378.94,338.421,352.787,378.042,282.281,266.046,399.476,423.652,407.63
"3952",3952,450,412.251,380.008,405.892,381.978,382.477,343.079,315.846,375.231,419.922,416.088,431.5,404.266,459.332,425.542,393.851,370.848,355.301,370.604,418.835,348.934,410.356,456.959,389.562,330.859,340.764,309.076,524.258,450.401,507.475,422.098,409.295,405.504,415.182,394.229,439.612,433.604,449.596,446.19,341.196,382.325,365.135,382.496,315.825,358.54,389.675,335.382,350.7,382.583,283.238,267.6,398.524,426.335,407.073
"3953",3953,448.129,411.005,378.406,410.105,380.524,380.574,345.326,320.421,375.941,420.333,412.92,428.692,405.965,455.9,427.162,400.431,372.884,352.488,367.367,425.147,363.965,415.769,455.663,400.801,341.254,340.898,304.89,527.124,444.139,510.102,414.354,410.353,414.71,404.24,387.958,448.933,443.053,458.781,433.81,351.088,370.259,356.596,380.653,315.881,366.17,382.048,348.64,361.13,377.642,293.062,265.425,395.236,422.218,399.604
"3954",3954,443.304,413.498,376.809,414.638,381.973,367.41,336.916,313.379,377.55,418.353,417.025,433.553,407.537,462.095,422.463,398.016,377.354,352.771,369.15,414.015,358.11,410.509,454.487,395.514,334.774,334.505,309.045,518.242,453.497,499.021,411.293,412.01,410.849,406.464,388.733,442.514,432.87,459.921,437.81,351.365,366.789,362.5,387.258,313.124,366.824,380.693,344.399,355.614,376.704,286.362,268.058,401.556,420.253,396.885
"3955",3955,448.904,412.208,379.859,404.26,380.956,376.645,345.284,319.084,378.534,423.318,409.496,422.702,403.489,464.068,422.611,384.024,381.268,349.723,371.676,413.864,359.82,402.225,455.821,402.199,337.593,339.528,308.322,519.349,441.136,497.691,409.537,409.024,406.492,405.411,380.314,432.761,428.411,454.311,425.095,343.189,368.855,361.462,375.949,311.486,361.903,380.398,340.382,355.121,370.746,282.81,264.058,393.8,419.63,399.75
"3956",3956,440.625,412.57,378.41,415.676,381.324,376.992,336.174,319.944,380.277,423.596,415.576,430.351,405.231,462.653,433.468,386.173,371.067,354.988,370.121,421.967,357.518,407.509,453.37,410.158,334.153,341.616,303.489,517.129,449.672,495.068,416.884,410.126,410.013,402.76,388.28,433.706,432.575,455.64,437.759,346.723,369.843,360.923,379.513,308.282,369.636,379.355,339.11,354.546,374.533,285.057,265.733,393.911,422.601,409.427
"3957",3957,439.408,407.261,376.328,409.137,371.28,374.555,338.674,317.897,370.071,427.008,424.429,427.909,403.751,456.242,427.963,391.843,362.652,346.554,367.203,416.414,355.158,411.466,452.367,399.637,334.458,341.125,302.205,521.5,438.146,501.047,414.963,404.72,411.311,410.688,386.119,436.086,432.952,448.561,437.672,337.176,367.41,362.147,385.631,316.751,368.818,380.175,339.338,359.7,376.158,281.529,258.9,393.489,421.722,396.083
"3958",3958,438.867,410.86,377.594,412.844,373.102,374.172,340.811,316.28,371.874,415.251,415.672,428.88,404.729,451.721,418.31,390.957,368.555,357.229,367.551,414.853,359.132,411.128,455.372,395.986,331.186,333.736,306.989,522.812,445.096,489.809,422.598,398.164,411.882,397.766,380.966,438.027,436.87,461.991,431.38,345.547,381.428,360.436,376.127,314.333,360.892,377.416,344.89,359.609,372.046,287.262,266.408,396.436,422.674,401.427
"3959",3959,448.867,412.889,376.914,406.66,378.862,371.688,337.7,318.056,376.824,419.839,410.752,429.529,409.192,450.021,423.94,389.929,373.28,344.313,372.72,417.029,352.654,402.594,453.416,396.856,331.299,332.917,295.966,512.828,447.52,501.932,411.232,410.522,414.479,398.422,383.797,429.247,441.343,448.228,434.219,338.23,378.398,346.429,373.775,327.599,371.966,376.054,334.763,355.623,376.104,280.686,258.513,403.48,421.734,403.339
"3960",3960,442.487,406.807,373.215,405.343,377.182,378.688,337.089,311.874,377.697,418.678,412.345,424.399,402.266,453.5,428.083,393.227,370.421,343.687,364.889,419.788,359.162,409.575,452.434,399.473,329.311,338.88,306.496,519.629,444.003,495.284,419.159,409.488,405.303,406.359,381.233,439.882,433.43,460.561,424.876,340.98,379.542,358.09,374.453,318.588,369.193,383.096,344.728,352.749,368.325,286.514,262.55,394.622,416.585,403.333
"3961",3961,441.55,408.957,377.035,410.66,380.889,383.742,337.921,313.715,370.727,414.482,416.29,427.524,400.869,452.884,427.375,392.655,369.634,347.319,364.314,415.183,355.241,403.991,444.384,404.658,335.661,334.787,304.455,514.989,432.719,491.585,414.78,412.043,408.382,406.036,369.364,435.525,429.7,455.311,437.015,347.682,368.259,357.231,378.648,308.26,364.966,374.578,341.996,353.531,367.342,280.176,268.254,391.907,424.5,401.448
"3962",3962,439.308,408.87,376.121,405.616,367.151,372.785,344.268,319.388,374.529,416.271,416.433,422.197,404.528,452.132,424.44,383.376,366.988,339.94,364.493,416.183,346.697,410.138,444.384,399.288,331.853,335.764,310.708,516.489,439.788,492.873,410.683,406.575,407.483,399.594,372.504,431.663,442.164,459.237,432.38,341.243,372.898,352.071,372.199,315.616,363.688,375.024,334.32,355.628,376.729,291.967,263.204,392.04,418.446,401.849
"3963",3963,439.725,406.116,378.445,404.575,369.373,367.559,341.484,317.098,374.412,414.557,410.223,418.457,396.576,441.732,423.477,383.369,375.835,350.139,362.333,406.927,349.272,397.769,445.243,403.87,333.271,332.213,306.697,509.414,436.467,499.203,411.213,408.396,405.332,393.464,377.915,433.333,429.652,448.294,430.562,342.77,370.084,354.096,370.398,315.644,357.665,374.59,344.68,355.725,372.142,281.31,264.071,396.889,418.81,400.083
"3964",3964,443.438,405.324,372.758,401.721,370.578,374.898,340.421,318.037,372.987,421.471,410.134,424.337,396.799,456.842,423.81,394.839,374.439,336.741,363.976,422.359,361.417,398.678,449.293,389.192,328.418,329.944,305.231,512.027,437.454,489.826,408.28,412.787,407.559,399.125,382.424,436.925,435.705,456.978,425.474,331.831,372.145,353.859,377.339,311.011,369.506,376.958,339.158,355.072,370.925,288.548,265.708,391.298,421.028,401.266
"3965",3965,445.533,403.894,377.465,404.486,377.533,368.754,340.332,313.117,374.445,411.384,407.197,424.462,401.891,444.026,419.806,385.388,369.268,343.03,366.116,410.165,355.544,399.622,453.801,402.329,334.831,330.894,306.034,515.613,435.126,486.25,407.683,398.884,402.374,401.854,384.623,434.29,426.367,452.101,429.336,334.736,361.446,355.827,375.919,310.853,371.898,372.367,340.412,349.507,373.746,283.095,261.767,390.827,425.345,396.542
"3966",3966,444.783,401.986,379.363,405.076,377.396,377.492,336.853,312.579,368.311,420.647,408.475,429.163,409.974,445.732,415.12,388.271,374.061,339.042,360.406,413.469,354.575,402.944,446.387,400.11,335.644,327.37,299.576,515.452,431.139,486.636,410.5,399.546,405.849,393.755,373.958,431.635,429.256,448.548,421.526,343.432,371.59,348.038,362.059,315.079,361.193,372.367,343.259,357.14,375.004,285.276,260.496,397.387,413.63,400.901
"3967",3967,430.825,407.048,371.277,411.448,374.671,365.305,339.232,314.528,373.172,413.973,409.55,415.668,397.083,445.858,424.37,383.435,366.152,336.831,356.792,407.007,355.825,406.862,442.616,401.938,333.853,326.852,302.22,514.22,430.854,491.318,412.409,401.879,404.756,400.057,384.572,430.718,428.517,457.154,430.781,341.946,377.018,355.231,375.619,314.537,363.864,373.265,341.184,353.502,378.521,282.71,263.462,395.382,419.981,397.812
"3968",3968,441.808,407.58,372.59,399.752,370.733,372.98,339.079,314.145,373.996,414.965,410.647,420.976,400.913,447.521,424.546,386.482,372.25,334.199,365.995,414.425,352.934,401.438,444.648,404.877,328.226,338.412,306.439,505.876,442.566,492.394,412.067,393.237,401.937,397,380.534,429.153,429.039,451.18,434.007,331.446,370.295,356.635,368.551,322.842,359.023,375.235,341.654,349.879,376.325,278.324,261.271,396.476,415.494,397.792
"3969",3969,433.533,397.536,374.133,404.359,369.058,367,329.884,307.916,369.584,411.643,417.908,424.082,389.694,452.705,422.514,378.498,367.47,335.265,358.879,414.832,354.031,397.759,442.021,400.801,324.565,331.944,304.788,511.989,439.954,486.331,411.25,407.459,404.324,399.641,371.856,429.337,421.826,450.355,438.358,333.716,363.759,355.147,366.945,306.678,362.886,376.181,343.566,348.662,371.117,283.162,263.721,394.547,418.44,396.12
"3970",3970,440.258,392.372,372.562,411.105,372.516,371.051,332.032,313.986,372.143,411.212,414.887,422.029,402.707,447.268,423.597,382.357,368.189,339.651,361.106,408.758,354.25,402.425,443.765,397.671,323.582,327.843,298.17,507.882,435.348,492.178,405.518,404.647,404.643,394.542,374.042,428.502,430.425,450.456,431.562,337.986,366.645,355.41,373.326,310.04,361.636,375.916,342.268,354.034,378.462,281.762,261.292,394.08,414.098,393.089
"3971",3971,437.317,401.256,375.801,407.241,374.342,366.434,335.032,318.804,365.857,421.008,409.676,425.351,401.55,446.205,419.403,384.408,362.762,333.572,355.865,415.996,353.526,404.291,448.026,395.699,324.78,329.847,298.572,511.349,439.914,494.975,415.22,404.87,408.508,402.031,382.733,424.847,434.952,455.127,438.562,336.155,365.199,351.936,366.059,308.864,374.17,364.416,341.096,350.251,373.587,286.286,265.025,396.2,416.823,396.656
"3972",3972,436.933,406.855,371.758,405.406,377.431,369.781,343.2,317.276,366.466,414.447,410.996,421.913,392.515,445.421,428.44,387.039,378.604,338.163,357.242,411.073,350.943,401.322,444.364,401.356,321.893,322.755,304.159,518.914,433.52,491.208,408.085,397.691,409.298,400.062,378.301,432.259,434.184,442.061,427.964,326.115,370.355,352.519,368.114,307.52,362.25,368.94,341.066,342.971,371.862,275.114,265.7,399.031,415.854,403.599
"3973",3973,437.433,405.681,372.887,405.854,371.671,363.941,332.637,312.439,375.143,412.667,410.408,427.279,400.044,444.421,416.343,378.326,360.262,330.958,355.894,412.883,352.171,396.212,447.15,392.062,332.469,328.218,303.932,505.591,433.808,483.106,412.921,405.527,403.403,394.849,377.614,431.624,436.585,448.943,447.401,333.547,372.102,350.558,360.428,313.395,370.784,367.645,338.719,343.681,369.104,284.033,258.858,399.676,413.408,396.745
"3974",3974,427.425,396.121,368.23,405.457,366.093,371.758,342.168,319.734,374.941,407.424,408.126,417.101,403.397,445.984,419.273,385.149,365.043,335.374,357.391,411.52,352.904,399.156,443.639,410.829,323.328,329.051,296.136,506.134,436.119,483.716,407.5,401.787,411.622,392.26,371.343,421.278,434.425,451.035,439.058,341.486,365.741,352.846,374.301,311.497,361.233,369.187,348.93,346.546,366.546,283.49,267.058,393.867,414.636,396.625
"3975",3975,438.163,406.686,371.047,403.483,365.196,370.555,339.242,310.196,376.819,412.122,407.042,420.837,401.031,447.326,422.282,387.588,370.841,337.12,349.976,408.377,357.053,400.216,444.252,402.26,329.136,329.162,299.015,507.683,439.401,482.186,403.677,401.203,405.24,391.307,381.564,426.333,427.647,454.219,427.774,335.236,377.036,346.333,373.322,313.113,378.96,379.964,345.487,350.589,368.688,288.195,266.971,398.578,421.373,397.443
"3976",3976,427.696,395.546,372.352,407.641,365.533,366.664,338.316,312.743,371.025,407.282,404.626,423.755,394.55,444.426,420.171,381.639,377.14,333.62,358.589,407.857,346.281,399.638,448.164,406.315,335.215,325.583,301.951,508.742,435.364,482.479,401.5,396.188,403.647,396.682,376.547,413.749,428.507,449.965,428.847,330.622,362.361,353.173,370.619,303.932,368.585,372.096,343.947,350.604,368.175,279.505,265.404,398.049,416.709,402.125
"3977",3977,431.671,398.57,365.145,404.603,367.609,370.461,343.905,313.841,367.109,414.047,406.681,413.25,397.799,439.374,418.685,378.929,358.939,328.313,357.425,407.242,354.996,396.178,441.915,393.11,330.486,327.718,298.64,513.344,435.348,480.174,404.829,397.478,408.836,392.839,376,428.941,423.913,445.908,444.876,331.804,369.066,352.538,367.979,313.605,363.92,370.343,337.329,347.643,371.154,284.029,266.704,398.911,420.516,400.661
"3978",3978,429.458,406.092,370.953,407.619,372.724,362.055,331.526,306.009,369.105,416.467,405.668,420.505,398.135,439.384,428.782,383.51,372.305,330.753,360.836,414.377,347.921,401.466,449.422,406.315,319.153,324.792,296,515.559,444.464,481.585,409.335,400.333,409.038,399.094,376.932,429.62,420.894,447.895,436.81,331.926,367.669,349.558,367.326,307.638,369.54,363.904,345.031,356.918,373.95,282.657,258.242,399.56,416.174,394.667
"3979",3979,439.862,398.328,371.395,401.816,367.467,363.715,345.732,306.79,368.592,416.161,414.933,428.019,392.611,449.358,417.139,384.898,360.841,331.554,356.087,408.725,352.404,393.547,442.073,395.849,326.655,326.847,297.114,509.312,435.967,491.903,405.817,400.802,407.521,398.849,371.945,430.953,421.014,453.206,438.547,328.068,377.741,349.987,363.835,311.921,360.398,367.271,340.197,349.681,370.575,279.052,256.758,392.338,417.968,395.396
"3980",3980,441.725,407.324,371.438,406.8,377.96,376.062,346.526,310.911,368.853,416.271,408.492,441.947,397.76,451.8,422.472,383.141,360.909,335.831,359.328,412.59,352.675,408.516,458.179,397.87,331.927,331.301,296.364,526.667,439.695,488.86,411.476,407.314,408.403,401.958,384.822,433.941,444.952,455.882,439.927,342.236,385.765,356.686,376.182,320.373,369.125,373.145,350.439,353.7,377.917,280.91,260.442,399.302,419.794,395.115
"3981",3981,453.525,423.092,404.742,413.705,414.413,405.762,388.811,322.701,392.067,451.827,452.815,467.635,423.576,496.974,454.356,430.267,387.878,349.187,366.56,446.766,371.61,443.334,484.947,401.877,339.09,339.338,317.553,547.559,463.381,525.758,431.03,430.657,429.101,444.057,411.386,462.855,470.319,472.803,449.555,375.372,393.717,380.179,391.386,331.48,366.443,381.084,352.57,363.551,387.154,293.686,272.95,411.818,444.114,446.375
"3982",3982,474.704,428.541,422.703,408.54,443.96,440.352,411.974,337.57,409.143,471.259,482.924,482.928,437.681,525.132,496.009,451.443,406.506,371.699,393.797,477.044,394.079,468.828,512.208,414.603,375.87,346.245,325.337,568.527,486.596,545.288,450.945,465.783,454.643,476.104,433.5,482.918,500.681,488.145,451.182,407.243,413.199,404.885,409.979,339.605,370.483,401.584,353.671,363.686,394.079,292.195,272.692,415.627,470.155,477.422
"3983",3983,474.388,442.976,431.516,414.013,452.493,455.48,420.168,352.276,410.248,484.027,485.454,504.293,444.074,547.258,499.579,454.914,408.457,386.09,398.29,482.7,402.386,482.562,523.217,415.616,395.802,357.731,338.557,594.188,494.576,544.038,451.311,479.72,463.992,483.198,446.873,494.09,498.034,497.943,458.489,418.351,406.205,424.333,411.665,334.085,371.67,401.952,357.294,377.174,395.312,301.643,277.05,413.164,469.494,483.875
"3984",3984,475.292,445.01,436.703,411.759,449.173,448.402,407,344.659,414.945,479.243,491.483,500.913,445.611,570.142,507.38,461.729,399.72,388.47,408.411,493.286,414.952,474.453,517.299,411.171,405.881,371.69,345.008,596.312,499.351,558.898,459.494,478.203,454.231,480.818,443.356,493.525,492.884,502.961,447.139,416.385,409.042,424.026,425.237,344.305,364.67,398.614,357.461,369.01,392.133,299.462,272.15,415.107,462.94,473.833
"3985",3985,481.704,457.169,433.148,411.917,445.88,440.301,398.779,356.617,410.328,483.31,469.681,495.644,445.646,563.826,499.463,465.545,401.116,392.229,407.667,483.641,406.961,465.366,511.431,409.904,402.198,368.074,342.614,593.038,495.695,560.915,455.329,462.29,460.676,490.422,436.581,500.439,484.715,496.789,450.036,413.162,411.241,415.929,417.877,344.955,377.636,394.319,354.487,371.295,390.233,294.01,269.446,412.884,462.715,477.104
"3986",3986,476.804,450.604,435.438,402.365,440.28,433.344,391.837,340.551,406.139,472.855,471.555,487.938,440.668,545.605,490.889,460.714,404.817,397.193,404.773,487.462,424.346,460.75,518.601,411.897,404.107,375.588,342.462,599.925,490.858,564.305,453.902,465.826,452.273,490.75,438.415,492.369,490.179,501.202,449.985,412.669,402.476,421.269,408.318,336.073,371.102,394.608,350.504,374.961,390.812,300.195,272.862,413.009,460.987,467.604
"3987",3987,477.6,446.058,431.609,410.81,430.751,422.953,385.316,342.584,412.622,471.471,461.324,485.173,435.716,547.658,486.37,459.396,390.823,398.03,406.725,475.593,408.114,464.144,506.689,405.76,396.232,377.356,343.189,595.763,487.894,560.542,445.573,461.681,454.866,482.37,431.725,488.51,485.889,496.803,447,410.946,395.476,417.442,409.682,340.407,369.619,391.169,349.825,364.435,384.192,301.857,264.358,402.938,450.044,465.49
"3988",3988,485.05,460.812,420.508,415.108,432.071,421.473,383.379,340.944,404.782,468.886,465.92,479.524,443.69,557.684,483.5,459.686,391.957,394.626,400.923,472.037,408.991,457.706,514.795,409.993,393.689,378.102,340.947,599.425,489.679,569.297,449.97,454.575,451.605,478.708,431.28,485.424,469.768,494.912,436.701,401.149,406.03,411.34,414.589,333.955,370.227,391.675,349.746,369.758,383.888,297.419,267.85,395.88,450.823,450.724
"3989",3989,484.021,453.744,427.551,408.089,424.12,412.027,379.442,340.262,404.038,464.773,464.286,483.808,433.297,541.674,484.403,458.125,399.384,402.307,410.483,469.341,415.544,449.422,511.824,412.849,393.458,369.481,338.481,594.78,483.467,565.758,444.896,449.179,450.374,465.948,416.305,484.647,480.729,495.667,440.803,390.77,397.717,415.378,407.911,326.062,364.097,387.958,350.031,369.551,394.258,304.31,269.404,405.742,447.335,444.698
"3990",3990,478.725,454.15,421.031,410.244,425.52,411.82,371.505,341.21,406.42,466.333,457.092,465.077,431.581,543.921,475.389,463.761,393.591,398.813,405.498,464.67,410.114,452.737,499.287,412.719,387.87,379.708,331.348,601.656,481.629,562.932,448.628,450.802,450.013,461.203,424.136,480.627,472.961,488.702,446.022,397.581,392.476,408.141,407.225,334.045,370.33,390.651,356.711,363.396,385.263,302.967,272.3,403.12,450.089,445.948
"3991",3991,481.208,450.821,414.504,407.095,416.693,408.027,366.874,335.579,399.891,450.906,458.937,474.769,429.048,535.868,468.13,453.314,400.927,388.759,401.3,460.601,408.943,445.5,500.46,418.815,381.305,368.755,333.269,601.957,476.252,552.733,447.494,445.517,438.378,451.266,417.076,479.459,469.681,484.645,444.08,379.892,394.62,405.506,410.246,320.915,370.119,381.223,344.25,363.923,381.721,299.61,272.433,400.551,447.392,446.427
"3992",3992,477.267,440.116,419.379,406.867,410.04,408.727,369.053,332.565,398.42,456.514,452.731,460.606,429.659,536.295,467.056,447.651,392.805,389.38,398.609,458.469,404.184,436.825,496.135,406.904,386.661,369.986,332.848,582.93,474.785,553.894,431.049,447.787,437.155,469.927,416.123,480.596,465.894,494.285,438.964,386.419,397.506,401.545,403.627,323.672,360.455,377.928,353.575,356.932,381.954,301.219,270.288,403.982,439.269,449.677
"3993",3993,471.017,443.449,412.316,411.286,413.898,412.766,370.2,330.729,400.176,452.753,450.769,464.62,426.812,514.432,464.977,445.255,381.659,384.476,392.879,451.56,398.382,440.013,488.651,410.986,373.085,372.417,328.027,578.613,473.308,549.161,440.976,443.473,439.202,460.089,411.419,468.788,464.657,480.575,438.81,386.277,391.205,399.596,395.856,318.887,367.062,378.434,343.531,367.845,386.542,293.648,275.167,401.156,440.076,440.781
"3994",3994,472.542,446.043,407.859,406.464,405.404,407.547,360.074,326.939,388.933,448.937,446.513,465.562,429.179,516.716,458.079,438.494,377.896,389.699,396.324,459.469,396.763,436.663,484.114,409.897,383.073,369.218,326.019,576.661,464.838,548.814,434.915,443.068,430.164,448.708,410.657,474.631,459.116,475.307,439.898,382.885,393.524,388.378,387.979,323.983,361.295,382.446,342.11,359.145,381.417,300.614,267.2,400.662,434.658,435.87
"3995",3995,474.508,430.681,400.156,406.556,402.773,397.422,365.321,331.229,386.109,440.494,442.622,457.202,427.249,503.011,445.81,437.373,385.091,377.126,391.995,448.092,385.539,438.066,489.962,413.952,371.249,365.208,325.795,570.946,459.109,544.131,438.311,444.478,428.718,443.807,406.364,470.839,455.966,472.224,433.423,381.216,386.946,397.853,387.394,324.215,371.989,383.837,340,364.87,376.013,293.914,265.583,396.604,437.405,432.812
"3996",3996,482.242,433.459,406.926,406.768,400.773,396.227,365.847,331.262,393.063,447.741,433.487,447.577,421.31,503.295,452.542,436.827,379.226,382.325,388.116,446.055,382.868,430.031,483.595,421.534,375.831,371.171,323.197,569.624,466.553,536.538,432.799,434.995,426.908,446.49,399.64,459.541,451.014,473.092,434.547,378.98,392.976,380.731,387.72,327.096,366.597,383.247,343.412,361.807,379.754,294.576,266.679,398.04,434.734,430.922
"3997",3997,472.492,429.961,407.121,404.93,404.613,397.449,366.279,333.15,386.176,442.957,441.122,453.659,424.166,497.863,451.87,435.671,383.463,387.217,390.266,441.659,385.009,433.244,483.416,405.247,364.062,369.204,326.799,570.468,463.838,547.742,440.439,429.251,432.286,449.901,404.394,469.322,462.072,471.009,447.518,377.568,391.428,392.346,394.686,328.04,372.67,389.464,341.86,359.899,383.967,293.281,266.546,403.249,436.377,430.427
"3998",3998,469.65,432.068,402.773,409.171,396.933,401.621,356.432,320.621,396.055,442.878,440.487,448.966,424.838,488.753,462.083,429,387.482,392.753,394.918,446.733,382.408,432.094,482.672,408.993,367.412,359.546,322.523,557.468,463.596,541.534,433.805,430.787,428.95,442.422,410.229,459.243,446.343,478.811,440.54,373,385.807,384.814,392.432,316.39,372.756,385.633,336.241,360.15,380.775,300.233,270.396,403.68,435.18,427.589
"3999",3999,472.779,433.923,400.934,402.406,397.102,399.02,354.905,328.327,385.244,437.059,437.929,450.798,417.279,486.974,448.009,431.255,375.037,374.355,388.773,436.337,383.961,429.206,477.446,399.959,362.333,353.963,322.682,559.441,457.397,542.225,429.171,425.691,433.958,444.068,403.788,460.216,447.193,470.346,438.737,372.034,388.572,390.712,390.212,322.243,370.636,380.229,335.803,357.589,379.458,292.61,266.95,401.716,443.63,425.552
"4000",4000,470.462,428.213,397.836,408.502,394.462,391.27,356.642,326.995,387.908,436.094,436.063,445.736,414.293,479.526,448.273,423.875,382.744,379.398,386.85,442.78,377.649,427.209,473.636,401.342,360.345,355.213,311.811,560.72,454.536,540.691,433.256,427.623,422.294,440.229,401.343,457.69,444.246,470.018,438.015,374.203,380.518,386.417,388.631,326.678,368.784,380.735,341.864,360.995,379.825,290.224,267.796,393.364,433.88,423.927
"4001",4001,467.042,434.502,388.918,413.067,396.724,397.574,355.158,328.556,388.076,438.788,439.441,439.832,417.659,478.426,443.977,416.992,371.829,372.042,378.155,438.846,379.382,421.891,475.317,402.151,357.768,356.634,316.462,552.495,456.894,538.975,432.598,430.208,425.248,443.833,395.157,461.161,446.019,464.132,430.416,363.034,377.386,383.34,385.682,316.379,364.977,380.108,339.917,358.063,378.263,293.195,267.108,398.724,431.288,421.255
"4002",4002,466.996,424.961,393.078,404.076,389.76,393.668,347.089,320.785,386.546,432.067,435.034,438.202,418.044,482.458,444.597,419.518,378.262,377.584,387.193,438.868,374.425,420.234,472.135,405.322,350.582,361.889,315.989,554.113,457.626,535.729,424.146,422.164,423.269,426.344,406.496,455.227,451.807,464.583,436.146,358.831,379.88,385.455,393.941,322.017,364.017,381.759,344.311,359.005,375.212,292.662,261.529,396.196,435.658,415.078
"4003",4003,457.604,422.71,389.066,403.289,387.502,388.82,353.221,315.981,378.941,440.51,436.966,441.538,414.432,473.205,445.606,416.882,371.738,377.783,373.135,437.125,373.702,426.862,475.487,411.514,355.712,359.403,314.375,551.624,461.791,530.873,426.305,428.686,427.176,434.016,397.538,457.639,440.831,473.553,421.044,367.358,391.699,377.718,388.39,320.559,364.244,380.133,344.197,356.101,378.404,287.1,264.858,403.427,432.37,419.328
"4004",4004,456.921,429.966,392.855,411.416,390.516,388.805,354.295,319.421,374.282,434.173,434.399,444.197,403.406,475.663,436.486,410.549,378.207,378.072,371.415,437.773,370.772,418.656,467.39,408.459,344.763,351.194,312.758,549.204,448.248,529.792,420.921,428.251,419.853,433.667,396.047,458,439.13,465.325,437.38,357,372.488,387.167,386.318,318.774,374.33,386.355,341.803,359.319,380.879,293.876,264.908,398.12,434.481,421.198
