"","V1","Mean1","Mean2","Mean3","Mean4","Mean5","Mean6","Mean7","Mean8","Mean9","Mean10","Mean11","Mean12","Mean13","Mean14","Mean15","Mean16","Mean17","Mean18","Mean19","Mean20","Mean21","Mean22","Mean23","Mean24","Mean25","Mean26","Mean27","Mean28","Mean29","Mean30","Mean31","Mean32","Mean33","Mean34","Mean35","Mean36","Mean37","Mean38","Mean39","Mean40","Mean41","Mean42","Mean43","Mean44","Mean45","Mean46","Mean47","Mean48","Mean49","Mean50","Mean51","Mean52","Mean53","Mean54"
"25327",4037,382.95,352.473,332.613,339.356,335.391,336.227,314.605,293.075,337.807,364.227,368.324,374.909,361.694,386.642,377.69,331.224,323.244,286.524,302.522,368.59,325.697,357.284,397.859,377.521,285.712,274.389,281.447,451.371,391.54,425.661,368.122,354.787,347.853,347.74,324.225,380.286,384.734,398.096,361.934,291.304,351.5,314.16,319.136,328.13,312.881,331.199,326.184,333.633,353.629,266.562,239.808,376.187,381.627,359.484
"25328",4038,378.375,352.981,338.543,338.511,326.569,342.125,308.258,285.178,335.714,373.984,375.513,378.894,352.668,386.258,373.431,344.729,324.134,275.187,300.715,362.194,320.408,358.056,392.152,376.007,283.243,275.023,277.223,447.672,387.546,426.941,380.171,359.841,344.622,344.755,330.911,372.067,383.251,409.193,351.38,291.709,342.434,315.532,319.051,334.616,314.352,325.837,326.482,339.99,351.196,269.043,239.117,371.373,381.247,356.583
"25329",4039,380.117,348.517,338.879,343.714,336.36,336.824,311.547,282.009,336.584,364.58,366.273,369.423,356.083,386.247,379.644,333.808,330.323,287.554,305.531,367.747,316.035,366.309,392.252,375.692,285.74,277.38,283.561,452.054,384.954,430.475,368.738,355.111,349.79,349.661,329.856,371.035,379.923,404.93,352.54,289.345,346.518,313.949,319.136,329.638,304.932,332.982,321.855,324.43,347.221,266.933,240.521,376.018,377.826,356.375
"25330",4040,384.4,355.473,332.004,338.835,333.716,334.859,311.126,284.799,330.933,370.631,374.462,371.221,357.969,383.168,374.829,335.129,329.787,282.133,298.565,362.846,317.118,362.4,392.877,374.527,280.463,282.769,279.614,452.113,380.026,428.564,365.299,357.478,351.088,350.578,333.267,375.106,379.019,407.781,354.555,294.426,350.614,314.404,324.996,324.294,307.08,327.91,323.539,330.179,348.596,267.133,234.804,374.093,377.94,348.891
"25331",4041,385.95,350.478,336.426,339.273,327.831,341.387,311.274,288.22,331.26,372.741,364.055,377.433,354.546,383.537,367.769,344.996,330.951,279.849,301.565,363.355,316.746,359.634,390.194,372.466,292.096,282.912,276.625,452.629,387.921,435.263,376.695,360.135,347.416,344.156,326.907,379.463,383.918,404.461,350.496,287.966,352.777,318.083,323.64,322.763,312.58,329.916,318.969,332.947,356.654,263.067,240.004,374.871,381.649,354.438
"25332",4042,372.354,347.903,340.312,336.641,338.578,336.871,314.158,291.841,337.101,368.894,372.958,387.611,359.118,383.079,366.616,339.769,332.238,281,298.971,369.458,324,358.922,395.185,368.774,277.74,277.273,278.163,453.925,389.245,426.754,363.348,361.633,352.534,352.13,334.068,378.514,383.295,405.614,350.818,293.655,344.187,315.962,326.941,325.78,319.807,330.705,319.342,323.783,353.379,267.457,239.704,371.684,377.152,361.958
"25333",4043,383.379,350.246,332.898,346.806,332.889,340.164,318.184,287.093,342.483,366.996,373.046,378.01,357.293,381.368,375.037,344.667,328.018,276.084,297.251,366.883,318.246,362.719,394.959,371.692,281.023,283.579,277.348,449.78,389.5,427.835,375.896,358.251,348.651,353.312,332.525,373.643,380.99,400.57,364.788,293.892,344.578,308.135,322.898,326.469,313.295,326.699,321.197,331.604,345.296,276.224,238.458,369.48,378.5,352.417
"25334",4044,380.629,352,335.711,345.676,333.836,335.41,306.879,282.986,330.218,365.192,370.429,378.014,360.284,393.516,366.606,336.247,328.652,281.976,308.135,361.755,317.456,360.866,390.49,379.397,282.774,281.236,279.114,452.753,384.805,421.275,374.091,357.507,350.5,346.271,337.534,376.769,380.792,396.211,362.307,291.534,350.301,319.333,324.318,330.831,312.199,326.211,322.057,328.981,348.337,273.324,239.979,376.013,381.348,354.635
"25335",4045,385.45,342.097,334.016,350.127,337.809,333.387,310.358,292.042,331.546,368.478,371.429,378.76,356.86,385.784,370.653,336.4,327.61,276.91,297.3,366.117,317.36,362.222,392.537,384.185,281.282,284.685,275.777,449.177,388.255,427.763,373.073,362.729,358.256,350.672,337.089,369.459,378.483,401.382,351.438,293.757,345.614,316.006,324.847,329.893,309.142,332.958,321.193,335.628,351.1,273.2,238.833,367.907,379.744,358.427
"25336",4046,382.3,346.657,336.012,349.127,333.493,332.777,314.205,284.542,328.395,363.188,369.357,370.159,360.467,386.616,377.551,340.431,327.409,272.566,299.681,365.293,316.64,356.281,394.965,377.192,280.119,276.644,273.614,445.656,392.497,431.869,375.909,354.884,353.798,358.307,336.754,366.69,371.217,406.877,358.876,293.392,354.518,315.263,320.436,334.254,306.216,332.47,320.425,331.585,353.5,267.3,235.021,366.92,379.114,356.766
"25337",4047,377.954,353.213,332.453,342.663,333.453,331.676,310.858,277.388,330.13,370.824,369.908,375.168,351.629,386.274,366.708,339.906,323.945,278.994,302.71,364.747,317.614,363.803,389.205,385.404,278.169,284.917,278.239,443.925,387.255,428.148,374.378,358.841,349.378,350.776,331.386,378.957,378.913,409.785,361.066,290.473,353.211,308.135,327.229,324.192,305.977,325.994,322.539,335.662,349.267,266.181,243.496,370.4,379.089,351.271
"25338",4048,379.308,350.957,331.148,348.489,332.191,342.031,316.826,283.71,339.168,367.71,370.206,376.163,352.319,383.153,368.519,331.478,324.774,275.946,298.773,367.476,318.145,360.869,392.95,379.404,285.062,280.181,282.114,450.382,384.361,427.415,373.957,356.894,351.618,344.859,335.356,365.271,386.28,396.298,358.73,280.338,347.452,312.577,315.534,326.119,311.812,337.861,321.838,333.541,355.004,270.457,245.3,381.062,378.829,353.667
"25339",4049,390.212,351.343,337.875,347.654,333.004,334.445,312.289,282.785,333.899,372.455,365.609,382.111,359.384,387.526,367.463,331.714,330.195,286.253,301.459,363.106,323.961,361.413,396.88,372.473,282.006,286.028,279.144,443.866,387.662,421.97,368.122,354.396,353.702,347.807,330.284,377.745,380.42,408.215,355.044,292.547,348.434,313.179,323.233,333.011,313.591,331.735,326.623,334.386,350.296,264.867,239.587,375.72,378.579,347.672
"25340",4050,384.079,355.758,336.742,346.003,336.364,332.492,310.858,288.21,332.567,373.122,373.513,383,363.62,386.916,379.894,343.176,325.799,276.596,304.232,367.802,325.535,361.497,397.525,380.822,281.757,282.981,281.14,448.516,386.967,423.682,378,359.517,355.634,346.26,331.674,379.129,376.15,404.645,354.467,291.75,357.205,316.782,322.343,334.395,309.023,327.747,319.197,332.903,351.396,269.629,240.4,370.64,380.421,361.802
"25341",4051,385.954,347.609,331.977,347.651,331.578,334.535,310.142,282.271,334.769,368.902,367.95,377.308,359.424,378.663,373.306,337.647,318.659,284.94,304.681,364.22,317.873,362.716,394.689,376.014,275.249,283.278,274.943,454.403,390.215,420.674,370.805,361.72,351.803,346.234,331.237,383.098,386.039,405.706,350.905,292.007,353.078,315.955,315.881,317.124,311.341,327.874,320.759,330.478,352.525,267.362,240.113,369.969,378.437,365.083
"25342",4052,379.533,355.164,336.652,338.841,337.92,332.449,314.184,285.935,330.924,367.255,367.252,374.822,361.677,378.911,375.435,337.569,321.152,276.922,301.662,361.989,317.167,352.169,389.035,376.788,284.452,276,275.848,443.457,388.023,429.169,368.921,352.691,351.664,346.286,332.076,374.22,379.628,399.338,352.796,289.757,347.343,314.679,326.085,330.751,312.17,330.265,321.307,334.174,352.183,268.648,235.975,370.56,385.114,355.401
"25343",4053,383.429,353.111,340.457,344.79,341.649,333.027,307.468,284.449,333.681,373.584,368.756,379.24,360.096,380.784,369.245,335.224,337.274,273.982,308.585,367.249,315.175,355.503,394.833,372.788,285.277,282.444,274.951,451.226,386.199,419.936,371.378,359.565,347.962,348.057,327.195,372.525,380.681,408.329,361.985,289.966,350.759,313.686,325.606,326.475,308.898,332.042,322.07,334.082,345.592,265.057,236.917,375.258,381.348,355.625
"25344",4054,380.479,354.899,339.527,343.635,335.133,338.137,308.974,283.299,334.66,366.267,375.866,377.019,360.646,384.905,370.361,338.231,322.012,271.476,301.932,363.359,320.61,359.513,392.314,367.904,285.254,278.778,274.538,440.559,390.228,429.381,374.329,356.087,349.727,347.677,329.953,377.012,381.831,399.32,345.693,287.514,351.259,313.468,320.631,320.339,311.966,335.464,321.741,329.275,353.121,272.462,242.621,375.116,383.668,349.224
"25345",4055,378.604,345.507,338.605,343.213,333.969,332.258,303.111,282.78,335.987,366.059,365.504,381.894,352.253,377.389,368.764,336.729,326,275.741,294.56,358.685,319.469,352.275,392.299,370.007,282.452,274.866,274.303,447.274,385.526,427.352,369.14,361.208,345.214,343.589,329.314,377.878,384.348,402.939,347.321,289.554,353.855,318.346,316.352,327.249,310.312,328.813,319.307,331.715,356.217,264.843,234.179,373.249,374.424,349.359
"25346",4056,380.358,351.227,338.07,342.279,334.529,338.172,307.363,281.364,333.626,365.757,373.437,380.135,354.707,393.458,364.301,338.875,328.506,275.09,306.14,360.648,319.675,362.147,391.672,377.425,275.938,282.708,270.716,446.774,384.659,422.674,371.817,356.072,353.206,353.651,335.008,372.953,386.546,405.404,351.825,295.189,346.5,319.077,324.504,325.554,311.233,331.416,320.833,335.618,355.321,268.043,237.688,373.387,374.199,364.224
"25347",4057,378.354,354.874,335.266,348.797,337.604,336.32,305.232,289.785,339.092,371.569,371.134,381.308,355.677,381.374,374.481,331.157,324.518,282.669,303.101,369.311,317.382,361.244,394.777,377.788,288.282,277.792,278.951,446.323,388.331,422.487,376.537,362.135,351.092,345.349,332.034,369.506,381.005,403.075,356.737,281.865,352.584,324.545,322.042,322.836,305.085,329.102,325.816,335.217,352.038,263.562,238.962,373.969,376.421,360.526
"25348",4058,383.154,350.304,334.023,340.349,330.916,334.062,313.516,286.846,336.479,367.643,372.807,379.173,354.799,380.874,377.625,343.89,327.104,272.825,303.174,367.535,314.18,358.694,396.094,375.24,281.797,280.074,272.447,442.978,388.013,432.216,377.524,358.908,347.731,360.083,332.695,371.267,382.333,404.662,357.044,291.696,349.271,308.91,322.174,324.672,319.108,336.187,317.057,332.3,353.487,272.276,241.1,373.538,381.589,357.792
"25349",4059,374.962,349.87,334.551,341.686,332.453,329.914,304.168,281.5,333.332,362.945,374.639,372.438,357.777,392.253,366.426,338.337,321.628,274.759,293.483,366.7,319.75,358.538,388.674,375.404,283.876,281.417,278.095,453.043,380.868,421.072,366.823,357.628,347.727,346.286,323.928,373.533,378.565,408.298,357.234,290.277,347.855,310.776,323.123,321.785,312.312,340.506,322.904,326.164,349.558,270.729,241.654,369.827,376.785,352.125
"25350",4060,381.562,347.483,331.043,342.914,333.164,330.449,308.095,287.07,334.79,364.435,366.42,378.365,354.585,383.311,370.194,343.075,331.268,275.193,296.304,361.322,311.715,364.541,398.267,378.774,279.876,273,279.201,449.833,392.5,425.466,362.335,365.087,354.155,347.203,328.017,372.565,380.324,410.5,352.234,290.108,349.488,312.75,317.233,328.571,312.045,331.831,326.825,329.029,352.529,266.824,238.904,368.107,372.215,354.318
"25351",4061,381.229,353.005,331.539,347.083,334.964,329.949,306.926,288.397,333.626,371.435,369.794,367.538,355.323,386.132,374.181,335.98,327.549,276.301,300.744,367.289,317.193,363.75,391.302,375.418,283.328,284.384,276.174,445.715,387.248,431.729,363.744,352.58,348.408,343.661,329.148,369.337,387.488,406.39,350.62,299.791,352.657,307.571,322.263,329.028,310.182,335.849,318.053,337.816,347.896,264.343,238.217,369.071,377.652,356.542
"25352",4062,379.004,352.251,336.32,342.232,330.924,333.977,311.958,285.607,331.571,367.725,366.836,375,355.293,380.789,364.227,342.6,327.988,273.849,301.879,361.117,315.535,356.103,396.601,379.363,290.102,281.514,274.413,451.833,383.964,422.593,369.707,357.633,352.433,345.708,331.525,374.365,383.551,399.544,358.825,292.203,351.048,310.968,324.343,322.356,314.159,330.205,319.088,334.754,353.587,263.371,239.917,371.018,377.418,352.307
"25353",4063,377.758,350.251,330.051,346.448,332.436,339.969,312.368,286.294,334.008,369.02,371.303,377.462,360.755,383.568,370.361,337.439,328.073,279.03,310.121,367.568,319.61,361.031,393.762,376.486,284.904,286.227,283.182,448.043,381.457,420.517,376.78,357.594,347.214,346.266,332.623,375.267,383.227,401.329,355.438,300.858,352.374,320.282,314.36,327.593,313.216,335.114,325.36,333.266,350.708,265.533,235.196,370.627,376.927,356.198
"25354",4064,383.079,355.135,333.344,340.959,335.524,339.25,315.058,284.098,331.08,371.271,364.139,370.736,360.585,380.963,371.477,338.788,314.78,275.102,295.444,363.637,320.759,359.925,393.674,367.479,288.831,279.667,271.769,449.376,396.659,422.229,374.543,360.213,345.122,352.802,326.119,375.898,384.28,401.25,362.562,291.824,341.313,316.276,322.208,329.904,307.148,323.843,322.974,330.179,354.083,272.371,243.212,374.28,381.354,350.568
"25355",4065,385.992,357.657,333.453,345.448,334.662,328.629,319.568,286.308,332.92,368.816,372.218,376.389,355.576,380.363,373.324,340.024,323.659,275.952,303.498,366.172,317.781,362.081,396.015,379.377,287.706,281.051,275.845,439.527,388.669,422.263,376.213,353.208,346.202,345.932,331.153,374.314,378.068,409.746,354.124,282.669,347.584,323.596,322.826,322.825,312.114,327.825,325.671,327.411,351.292,264.905,240.958,371.524,383.718,356.552
"25356",4066,380.025,349.174,330.996,340.984,331.24,335.602,310.142,286.257,334.74,367.702,374.958,375.413,361.166,377.742,370.931,331.761,318.805,274.084,298.908,362.982,317.219,357.597,396.053,385.356,280.695,278.977,276.231,445.07,382.44,423.403,377.098,359.715,352.954,349.766,328.119,373.757,380.604,402.088,346.591,286.034,340.578,315.333,320.644,328.599,312.352,334.102,319.364,336.324,346.663,268.967,240.667,366.831,377.199,356.271
"25357",4067,376.121,346.918,337.305,340.914,331.476,338.012,314.837,282.626,332.366,366.235,366.466,378.721,355.633,388.511,369.306,335.188,316.884,273.006,291.222,361.949,315.408,358.994,387.255,370.973,292.938,279.782,275.606,449.876,387.01,429.572,375.287,355.662,351.038,341.641,333.267,377.949,376.652,410.088,355.599,289.243,343.759,318.686,322.559,323.565,305.619,334.386,317.329,335.155,345.783,269.805,246.267,370.396,379.892,359.141
"25358",4068,377.633,358.193,337.145,347.044,332.102,335.66,311.179,284.248,332.639,369.326,380.176,378.567,355.017,384.426,370.782,334.082,322.683,273.819,296.478,359.103,318.561,358.594,396.384,373.37,287.774,277.301,275.924,449.452,376.55,428.267,375.006,356.169,346.819,347.818,328.436,376.914,374.382,398.93,355.168,292.588,344.735,320.071,318.475,322.638,305.665,329.054,320.623,330.111,350.587,268.719,241.679,372.498,382.453,352.417
"25359",4069,373.742,349.734,333.156,339.384,328.92,335.711,316.616,283.402,334.244,370.576,366.424,376.529,354.153,386.021,369.833,337.122,325.518,271.518,302.841,356.934,316.382,356.209,394.364,375.74,282.085,277.421,276.992,455.086,386.755,423.962,375.409,358.676,347.681,346.276,335.182,376.78,382.585,406.219,351.861,296.574,353.904,318.038,320.496,327.723,316.722,331.596,324.544,336.048,353.046,270.386,234.575,371.569,383.516,363.932
"25360",4070,377.946,348.343,334.812,345.457,329.684,330.547,304.705,283.369,333.176,371.326,365.567,373.635,356.524,382.395,366.551,338.58,318.439,273.729,296.029,363.549,321.215,363.159,392.865,382.644,281.141,283.093,273.955,448.258,386.387,421.419,369.152,351.638,358.592,341.307,332.843,371.753,380.309,400.838,353.745,289.622,351.771,315.378,319.665,329.384,314.938,329.759,324.728,334.101,349.938,272.724,238.417,374.938,380.215,356.927
"25361",4071,376.971,345.063,333.969,340.356,335.022,335.391,313.668,289.07,338.492,372.129,370.382,384.111,355.965,384.137,368.806,334.992,333.012,276.783,299.353,364.253,323.14,353.319,390.082,379.658,284.593,282.843,281.242,445.64,384.877,425.814,373.524,359.72,353.307,346.875,328.411,374.804,377.826,411.215,355.423,294.25,346.175,313.442,320.394,326.887,310.625,328.705,317.877,336.072,349.571,272.043,237.583,375.622,371.532,358.521
"25362",4072,383.35,351.024,336.719,341.035,338.16,331.672,312.116,285.243,338.542,368.659,370.071,375.274,359.86,384.758,373.241,341.737,328.189,280.187,298.13,369.56,326.526,357.962,390.686,364.808,284.181,282.074,275.352,448.21,387.705,427.898,366.963,355.937,352.836,346.297,328.081,375.902,379.652,405.969,352.766,286.676,355.151,312.929,316.22,324.26,314.165,331.458,313.939,333.024,346.421,264.076,239.454,373.587,384.943,358.688
"25363",4073,395.292,347.522,348.375,346.07,343.764,345.668,318.511,289.346,343.21,369.878,386.13,385.163,366.057,400.026,381.148,352.341,334.695,282.355,303.942,378.835,328.018,366.441,403.282,375,289.362,280.287,280.765,463.194,393.98,427.839,384.402,361.077,359.391,351.411,340.263,378.384,392.976,411.088,352.993,293.608,350.488,315.571,329.229,332.836,315.614,335.163,328.671,328.019,355.962,260.476,240.488,370.378,383.972,362.698
"25364",4074,396.396,361.739,367.984,344.695,379.489,377.852,369.163,293.64,357.004,399.271,402.088,407.716,382.904,430.574,404.458,377.616,356.335,298.476,321.188,402.066,340.25,402.728,427.672,378.918,312.395,297.968,291.962,483.683,412.573,441.36,390.226,384.599,373.735,391.781,363.525,408.784,410.382,416.132,368.518,324.892,369.94,338.936,344.53,339.486,317.364,338.506,330.539,333.324,352.2,275.852,248.538,388.52,404.016,383.818
"25365",4075,403.992,371.585,386.25,355.305,398.071,395.879,383.174,307.808,367.853,419.82,420.097,433.125,396.445,466.511,429.273,393.933,372.963,307.699,331.884,424.022,348.447,419.075,442.343,385.719,331.531,306.347,302.455,507.715,423.927,450.881,405.799,408.691,391.113,401.526,383.932,425.808,436.802,429.189,371.905,347.831,382.771,348.622,361.801,342.469,320.784,339.072,333.092,354.507,360.217,279.995,245.196,378.418,411.744,414.594
"25366",4076,417.042,387.565,398.688,354.33,411.48,403.539,380.226,318.542,378.643,424.898,427.845,439.317,405.253,476.763,443.421,405.835,380.457,335.554,355.164,428.352,368.961,434.694,443.243,383.26,343.203,320.616,306.061,522.484,438.126,452.407,416.555,416.527,391.508,409.198,389.737,442.8,451.879,441.351,359.234,366.973,396.446,360.09,368.089,336.774,317.085,349.681,336.232,348.005,366.812,287.014,247.863,386.276,420.035,427.745
"25367",4077,418.383,394.536,400.641,348.975,415.907,412.395,375.858,325.224,370.05,434.227,426.882,447.312,408.978,484.426,438.931,407.694,377.189,333.765,353.014,436.762,375.11,444.134,449.962,388.021,352.723,321.708,309.508,529.151,435.03,469.356,418.299,432.411,396.353,417.135,392.924,436.843,442.522,448.289,363.599,370.784,396.386,363.167,375.059,336.814,316.415,347.386,335.846,355.894,360.146,292.552,249.163,386.889,428.934,433.776
"25368",4078,423.979,393.647,397.066,351.381,409.28,399.004,376.263,321.935,373.681,424.157,426.437,453.976,403.655,484.884,444.593,412.318,382.213,332.681,353.261,428.319,379.474,435.406,453.32,396.63,366.322,328.296,312.701,532.844,435.603,461.492,400.366,423.377,403.134,421.323,392.576,435.035,448.908,452.873,364.109,368.493,409.295,365.795,360.479,337.87,318.909,348.199,328.868,355.005,362.788,287.057,243.538,393.702,429.003,429.354
